資料日期,代號,名稱,成交股數,成交筆數,成交金額,成交價格,未成交買價,未成交買量,未成交賣價,未成交賣量
"1110628","6146","耕興","200","3","35600","178.00","176.50","4983","178.00","2821"
"1110628","6147","頎邦","558","7","35712","64.00","64.00","8721","65.50","540"
"1110628","6148","驊宏資","0","0","0","0.00","12.50","3604","12.60","523"
"1110628","6150","撼訊","20","1","1610","80.50","80.50","3142","82.20","93"
"1110628","6151","晉倫","50","1","1300","26.00","26.00","2704","26.25","342"
"1110628","6154","順發","0","0","0","0.00","16.95","1628","17.05","1499"
"1110628","6156","松上","651","2","10904","16.75","16.75","5169","16.90","1235"
"1110628","6158","禾昌","0","0","0","0.00","30.70","2645","30.80","1413"
"1110628","6160","欣技","0","0","0","0.00","14.00","1699","14.60","999"
"1110628","6161","捷波","50","1","1312","26.25","26.25","2948","26.65","785"
"1110628","6163","華電網","6","1","89","14.85","14.85","3722","14.90","1425"
"1110628","6167","久正","294","2","3733","12.70","12.60","5286","12.70","1022"
"1110628","6169","昱泉","0","0","0","0.00","20.80","1044","21.00","619"
"1110628","6170","統振","392","6","11444","29.20","29.20","2654","29.65","1708"
"1110628","6171","大城地產","0","0","0","0.00","28.90","2299","29.00","1088"
"1110628","6173","信昌電","1","1","44","44.45","42.70","4530","44.45","375"
"1110628","6174","安碁","516","5","14291","27.70","27.70","2027","27.80","1361"
"1110628","6175","立敦","0","0","0","0.00","34.45","1844","34.75","31"
"1110628","6179","亞通","70","3","1946","27.80","27.80","3834","27.85","1274"
"1110628","6180","橘子","0","0","0","0.00","65.20","6074","65.70","1460"
"1110628","6182","合晶","798","7","41097","51.50","51.50","11065","52.30","3374"
"1110628","6185","幃翔","636","7","8235","12.95","12.95","2745","13.05","329"
"1110628","6186","新潤","0","0","0","0.00","26.65","3648","27.40","196"
"1110628","6187","萬潤","100","3","8600","86.00","86.00","5772","86.10","1486"
"1110628","6188","廣明","1","1","39","39.65","38.25","5109","39.65","495"
"1110628","6190","萬泰科","390","2","14000","35.90","35.90","2366","36.45","502"
"1110628","6194","育富","0","0","0","0.00","21.75","3197","21.95","4868"
"1110628","6195","詩肯","189","3","9317","49.30","49.30","2966","51.50","81"
"1110628","6198","凌泰","0","0","0","0.00","32.00","2131","33.75","1293"
"1110628","6199","天品","517","4","14993","29.00","28.35","2284","29.00","804"
"1110628","6203","海韻電","0","0","0","0.00","56.00","3312","57.20","103"
"1110628","6204","艾華","203","5","10057","49.55","49.45","1751","49.55","401"
"1110628","6207","雷科","2","1","54","27.40","27.35","4009","27.40","974"
"1110628","6208","日揚","0","0","0","0.00","47.10","5837","47.55","2169"
"1110628","6210","慶生","0","0","0","0.00","0.00","0","0.00","0"
"1110628","6212","理銘","0","0","0","0.00","51.50","1759","52.00","2043"
"1110628","6217","中探針","3874","23","252970","65.30","65.30","4647","65.50","2182"
"1110628","6218","豪勉","55","1","1061","19.30","19.20","1334","19.30","1404"
"1110628","6219","富旺","130","4","1773","13.65","13.60","2149","13.65","1323"
"1110628","6220","岳豐","1","1","23","23.80","23.50","3698","23.80","2170"
"1110628","6221","晉泰","80","1","3680","46.00","45.70","2818","46.00","1463"
"1110628","6222","上揚","0","0","0","0.00","13.95","2000","14.20","812"
"1110628","6223","旺矽","69","3","6279","91.00","91.00","8636","91.80","1490"
"1110628","6227","茂綸","0","0","0","0.00","38.35","2437","38.90","1852"
"1110628","6228","全譜","300","1","4260","14.20","14.10","1709","14.20","550"
"1110628","6229","研通","115","2","3542","30.80","30.70","3143","30.80","161"
"1110628","6231","系微","0","0","0","0.00","78.00","4788","81.00","37"
"1110628","6233","旺玖","1","1","25","25.00","24.85","4161","25.00","783"
"1110628","6234","高僑","18","1","343","19.10","19.10","5694","19.15","2154"
"1110628","6236","康呈","0","0","0","0.00","0.00","0","0.00","0"
"1110628","6237","驊訊","269","8","14685","54.60","54.30","6760","54.60","622"
"1110628","6240","松崗","0","0","0","0.00","19.75","1700","20.35","929"
"1110628","6241","易通展","86","4","1909","22.20","22.20","1224","22.45","731"
"1110628","6242","立康","0","0","0","0.00","50.40","6139","50.50","722"
"1110628","6244","茂迪","1185","6","35905","30.30","30.30","21904","30.45","2146"
"1110628","6245","立端","3727","22","247093","66.30","66.10","5698","66.30","5831"
"1110628","6246","臺龍","0","0","0","0.00","14.20","1199","14.60","572"
"1110628","6247","淇譽電","54","1","556","10.30","10.25","2285","10.30","550"
"1110628","6248","沛波","108","4","2164","20.05","19.95","1882","20.05","2204"
"1110628","6259","百徽","696","1","21889","31.45","31.45","3116638","0.00","0"
"1110628","6261","久元","150","5","10169","67.80","67.50","3443","67.80","1110"
"1110628","6263","普萊德","923","11","69590","75.40","75.40","4587","79.10","13"
"1110628","6264","富裔","25","1","216","8.66","8.66","2090","8.69","1032"
"1110628","6265","方土昶","0","0","0","0.00","11.90","2778","12.25","577"
"1110628","6266","泰詠","1665","7","36045","21.65","21.20","6200","21.65","1482"
"1110628","6270","倍微","0","0","0","0.00","23.85","7292","24.20","343"
"1110628","6274","台燿","0","0","0","0.00","59.50","6466","60.00","3478"
"1110628","6275","元山","1","1","33","33.00","33.00","4844","33.20","208"
"1110628","6276","安鈦克","75","2","1275","17.00","16.90","2229","17.00","711"
"1110628","6279","胡連","340","8","44540","131.00","130.50","3600","131.00","516"
"1110628","6284","佳邦","200","2","9970","49.85","49.75","4208","50.30","69"
"1110628","6287","元隆","0","0","0","0.00","7.82","424","0.00","0"
"1110628","6290","良維","0","0","0","0.00","52.90","3404","54.00","124"
"1110628","6291","沛亨","0","0","0","0.00","49.60","1700","49.90","2083"
"1110628","6292","迅德","0","0","0","0.00","48.40","1261","50.60","66"
"1110628","6294","智基","0","0","0","0.00","98.10","1968","103.00","111"
"1110628","6404","通訊-KY","0","0","0","0.00","17.50","233","18.50","60"
"1110628","6411","晶焱","428","3","50932","119.00","119.00","6242","121.00","770"
"1110628","6417","韋僑","0","0","0","0.00","70.30","1000","77.50","629"
"1110628","6418","詠昇","0","0","0","0.00","15.00","3231","15.60","65"
"1110628","6419","京晨科","0","0","0","0.00","30.20","1199","30.40","1449"
"1110628","6425","易發","0","0","0","0.00","21.80","1364","22.00","1365"
"1110628","6432","今展科","10","1","284","28.40","27.90","1199","28.40","422"
"1110628","6435","大中","150","2","20250","135.00","134.00","2403","135.00","478"
"1110628","6441","廣錠","0","0","0","0.00","40.20","3268","42.20","112"
"1110628","6446","藥華藥","1965","26","978570","498.00","498.00","6276","499.00","698"
"1110628","6457","紘康","0","0","0","0.00","89.90","2630","91.60","32"
"1110628","6461","益得","1924","23","52328","27.20","27.10","5565","27.20","984"
"1110628","6462","神盾","0","0","0","0.00","94.00","3806","94.50","155"
"1110628","6465","威潤","11","1","209","19.05","18.80","1307","19.05","585"
"1110628","6469","大樹","1624","35","495320","305.00","305.00","6934","306.00","480"
"1110628","6470","宇智","2967","15","203532","68.60","68.50","2199","68.60","2353"
"1110628","6472","保瑞","1558","16","370804","238.00","238.00","7547","240.00","1959"
"1110628","6482","弘煜科","0","0","0","0.00","42.70","1199","43.75","931"
"1110628","6485","點序","42","5","3773","89.90","89.90","4569","90.40","340"
"1110628","6486","互動","387","2","25503","65.90","65.50","5617","65.90","1196"
"1110628","6488","環球晶","1954","76","969184","496.00","495.50","7813","496.00","741"
"1110628","6492","生華科","17","1","1224","72.00","71.80","3506","72.00","877"
"1110628","6494","九齊","311","4","29606","95.20","94.60","2266","95.20","1116"
"1110628","6496","科懋","18","2","504","28.05","28.05","1059","28.15","1317"
"1110628","6499","益安","509","2","37157","73.00","73.00","2840","73.20","156"
"1110628","6506","雙邦","120","3","2537","21.15","21.05","3799","21.15","1936"
"1110628","6508","惠光","150","1","6000","40.00","38.80","1987","40.00","951"
"1110628","6509","聚和","952","7","40078","42.10","42.10","2501","42.40","503"
"1110628","6510","精測","13","6","5655","435.00","424.50","5616","435.00","2104"
"1110628","6512","啟發電","0","0","0","0.00","18.80","1249","19.15","419"
"1110628","6514","芮特-KY","0","0","0","0.00","67.10","1648","67.80","1416"
"1110628","6516","勤崴國際","236","4","19563","82.90","82.90","3852","83.70","531"
"1110628","6523","達爾膚","150","3","12750","85.00","85.00","2940","85.10","485"
"1110628","6527","明達醫","0","0","0","0.00","46.00","1309","46.25","447"
"1110628","6530","創威","0","0","0","0.00","19.75","1199","20.10","421"
"1110628","6532","瑞耘","0","0","0","0.00","44.30","2134","44.60","482"
"1110628","6535","順藥","0","0","0","0.00","35.80","2858","35.95","1911"
"1110628","6538","倉和","59","2","4318","73.20","73.00","4295","73.20","2099"
"1110628","6542","隆中","0","0","0","0.00","57.60","3365","58.50","264"
"1110628","6546","正基","610","11","74113","121.50","121.50","1565","122.00","555"
"1110628","6547","高端疫苗","1446","29","299322","207.00","207.00","10619","207.50","202"
"1110628","6548","長科*","0","0","0","0.00","78.90","2871","84.00","82"
"1110628","6556","勝品","0","0","0","0.00","59.20","2139","60.00","1590"
"1110628","6560","欣普羅","8","1","433","54.20","54.20","3725","56.00","662"
"1110628","6561","是方","3","1","883","294.50","289.00","4251","294.50","829"
"1110628","6568","宏觀","0","0","0","0.00","149.50","6421","150.00","67"
"1110628","6569","醫揚","14","1","1463","104.50","103.00","3241","104.50","1524"
"1110628","6570","維田","30","2","1178","39.30","39.30","3185","39.75","990"
"1110628","6574","霈方","499","1","24550","49.20","49.20","700","49.40","765"
"1110628","6576","逸達","410","4","52890","129.00","128.50","2330","129.00","2233"
"1110628","6577","勁豐","0","0","0","0.00","61.80","4197","64.40","219"
"1110628","6578","達邦蛋白","0","0","0","0.00","18.45","5050","18.60","957"
"1110628","6588","東典光電","4","4","152","38.00","37.85","1300","38.00","461"
"1110628","6589","台康生技","332","11","29880","90.00","90.00","5178","90.30","1852"
"1110628","6590","普鴻","49","1","2724","55.60","55.60","3149","58.90","113"
"1110628","6593","台灣銘板","0","0","0","0.00","0.00","0","36.60","124"
"1110628","6594","展匯科","0","0","0","0.00","34.85","2198","35.35","1067"
"1110628","6596","寬宏藝術","20","1","910","45.50","44.90","1287","45.50","467"
"1110628","6603","富強鑫","129","3","2211","17.15","17.10","4237","17.15","1643"
"1110628","6609","瀧澤科","353","2","12143","34.40","34.40","2973","35.00","128"
"1110628","6612","奈米醫材","0","0","0","0.00","77.70","2448","78.00","183"
"1110628","6613","朋億","0","0","0","0.00","165.00","4903","168.50","6"
"1110628","6615","慧智","0","0","0","0.00","45.10","1254","45.55","349"
"1110628","6616","特昇-KY","150","3","2625","17.50","17.50","1337","17.70","591"
"1110628","6624","萬年清","0","0","0","0.00","40.60","1199","40.90","642"
"1110628","6629","泰金-KY","0","0","0","0.00","56.30","2198","57.40","1065"
"1110628","6640","均華","0","0","0","0.00","0.00","0","97.50","11"
"1110628","6642","富致","0","0","0","0.00","57.40","3197","58.30","159"
"1110628","6643","M31","20","2","5140","257.00","256.50","3245","257.00","837"
"1110628","6649","台生材","420","5","11717","27.90","27.90","2524","28.10","2770"
"1110628","6651","全宇昕","0","0","0","0.00","80.00","1299","81.40","13"
"1110628","6654","天正國際","0","0","0","0.00","56.70","2313","57.10","57"
"1110628","6661","威健生技","0","0","0","0.00","22.30","200","22.75","78"
"1110628","6662","樂斯科","0","0","0","0.00","29.80","1299","30.20","80"
"1110628","6664","群翊","0","0","0","0.00","81.40","3675","83.00","523"
"1110628","6667","信紘科","0","0","0","0.00","68.20","4150","69.00","1199"
"1110628","6679","鈺太","100","4","22949","229.50","229.50","3230","231.00","108"
"1110628","6680","鑫創電子","0","0","0","0.00","50.50","2298","51.50","730"
"1110628","6683","雍智科技","50","1","11050","221.00","221.00","2580","225.50","288"
"1110628","6684","安格","0","0","0","0.00","88.00","6345","88.50","145"
"1110628","6690","安碁資訊","0","0","0","0.00","97.00","3191","100.00","160"
"1110628","6693","廣閎科","49","2","4998","102.00","102.00","1430","105.50","1010"
"1110628","6697","東捷資訊","0","0","0","0.00","35.65","1531","0.00","0"
"1110628","6703","軒郁","632","7","62693","99.20","99.20","2059","99.60","1010"
"1110628","6712","長聖","2581","19","459418","178.00","178.00","8422","178.50","1142"
"1110628","6716","應廣","10","1","1270","127.00","124.50","2466","127.00","311"
"1110628","6721","信實","0","0","0","0.00","52.90","50","53.80","909"
"1110628","6727","亞泰金屬","0","0","0","0.00","67.30","1299","68.00","481"
"1110628","6728","上洋","0","0","0","0.00","141.00","1255","144.00","1157"
"1110628","6732","昇佳電子","278","16","74918","269.50","269.00","5607","269.50","3081"
"1110628","6733","博晟生醫","0","0","0","0.00","22.60","1299","22.85","146"
"1110628","6735","美達科技","0","0","0","0.00","74.90","594","77.10","12"
"1110628","6741","91APP*-KY","0","0","0","0.00","126.00","3977","126.50","512"
"1110628","6747","亨泰光","18","2","4140","230.00","229.50","1351","230.00","1009"
"1110628","6751","智聯服務","88","2","3651","41.50","40.90","1201","41.50","504"
"1110628","6752","叡揚","0","0","0","0.00","56.00","1199","57.00","819"
"1110628","6761","穩得","20","1","1942","97.10","97.10","1278","98.00","272"
"1110628","6762","達亞","0","0","0","0.00","212.00","1260","220.50","4"
"1110628","6763","綠界科技","234","3","109980","470.00","465.50","855","470.00","949"
"1110628","6767","台微醫","0","0","0","0.00","29.40","734","29.45","195"
"1110628","6788","華景電","0","0","0","0.00","128.50","1467","129.50","104"
"1110628","6803","崑鼎","484","31","121968","252.00","252.00","6373","252.50","659"
"1110628","6804","明係","0","0","0","0.00","0.00","0","55.20","19"
"1110628","6829","千附精密","596","6","43625","73.20","73.20","1443","79.20","13"
"1110628","7402","邑錡","0","0","0","0.00","50.10","2099","51.00","1265"
"1110628","7556","意德士","120","1","14400","120.00","120.00","1280","122.00","66"
"1110628","8024","佑華","0","0","0","0.00","22.20","8067","23.00","171"
"1110628","8027","鈦昇","0","0","0","0.00","67.20","5226","67.90","1158"
"1110628","8032","光菱","0","0","0","0.00","31.40","3290","31.50","671"
"1110628","8034","榮群","80","1","1176","14.70","14.70","3376","15.00","324"
"1110628","8038","長園科","0","0","0","0.00","39.70","4483","39.95","723"
"1110628","8040","九暘","0","0","0","0.00","44.85","6428","45.00","1097"
"1110628","8042","金山電","361","16","13931","38.60","38.60","2804","38.80","585"
"1110628","8043","蜜望實","0","0","0","0.00","24.20","5710","24.30","1188"
"1110628","8044","網家","400","5","28439","71.10","71.10","4585","71.40","2565"
"1110628","8047","星雲","0","0","0","0.00","13.75","2932","13.85","1789"
"1110628","8048","德勝","1444","10","50972","35.30","35.30","2803","35.45","1333"
"1110628","8049","晶采","10","1","251","25.10","24.95","1792","25.10","1316"
"1110628","8050","廣積","9439","57","552168","58.50","58.50","1165","58.60","7986"
"1110628","8054","安國","99","3","3641","36.80","36.80","2009","38.50","24"
"1110628","8059","凱碩","28","1","287","10.25","10.10","1699","10.25","736"
"1110628","8064","東捷","116","1","2024","17.45","17.35","7896","17.45","979"
"1110628","8066","來思達","0","0","0","0.00","27.45","2170","28.45","1032"
"1110628","8067","志旭","0","0","0","0.00","8.36","1700","8.80","1273"
"1110628","8068","全達","11","1","319","29.05","28.95","2698","29.05","914"
"1110628","8069","元太","2666","67","546530","205.00","204.50","3819","205.00","1742"
"1110628","8071","能率網通","43","1","733","17.05","17.05","2885","17.20","200"
"1110628","8074","鉅橡","50","1","960","19.20","19.20","3445","19.35","2325"
"1110628","8076","伍豐","641","8","17948","28.00","28.00","4015","28.25","1181"
"1110628","8077","洛碁","222","1","2208","9.95","0.00","0","9.95","194"
"1110628","8080","永利聯合","443","4","5403","12.20","12.20","1352","0.00","0"
"1110628","8083","瑞穎","0","0","0","0.00","176.50","2480","178.50","176"
"1110628","8084","巨虹","3","2","261","87.00","87.00","727","90.40","211"
"1110628","8085","福華","692","5","12594","18.20","18.20","2921","18.30","1867"
"1110628","8086","宏捷科","130","3","10971","84.40","84.40","7960","84.90","437"
"1110628","8087","華鎂鑫","0","0","0","0.00","37.05","1513","37.25","182"
"1110628","8088","品安","0","0","0","0.00","20.10","5875","20.15","991"
"1110628","8089","康全電訊","0","0","0","0.00","21.95","2498","22.50","86"
"1110628","8091","翔名","64","2","4786","74.80","74.70","2991","74.80","998"
"1110628","8092","建暐","0","0","0","0.00","11.10","503699","0.00","0"
"1110628","8093","保銳","0","0","0","0.00","7.15","1339","7.20","868"
"1110628","8096","擎亞","300","3","4155","13.85","13.80","5888","13.85","2109"
"1110628","8097","常珵","10","1","778","77.80","77.30","2226","77.80","193"
"1110628","8099","大世科","0","0","0","0.00","38.00","1699","38.60","938"
"1110628","8107","大億金茂","0","0","0","0.00","17.55","5330","17.80","1325"
"1110628","8109","博大","0","0","0","0.00","72.10","1249","72.90","605"
"1110628","8111","立碁","952","9","17800","18.70","18.60","2698","18.70","740"
"1110628","8121","越峰","165","2","5280","32.00","32.00","2069","34.00","3391"
"1110628","8147","正淩","0","0","0","0.00","55.00","3651","55.50","1358"
"1110628","8155","博智","103","4","12875","125.00","125.00","2230","125.50","856"
"1110628","8171","天宇","100","1","4630","46.30","46.00","2348","46.30","1950"
"1110628","8176","智捷","118","2","1090","9.24","9.22","3894","9.24","1895"
"1110628","8182","加高","10","1","422","42.20","42.20","2784","42.50","658"
"1110628","8183","精星","353","6","21603","61.20","61.00","2802","61.20","484"
"1110628","8234","新漢","200","1","5230","26.15","26.15","2498","26.50","2557"
"1110628","8240","華宏","0","0","0","0.00","27.70","3522","27.90","142"
"1110628","8255","朋程","353","9","60891","172.50","171.00","5707","172.50","579"
"1110628","8277","商丞","0","0","0","0.00","9.80","2719","9.85","1192"
"1110628","8279","生展","0","0","0","0.00","123.50","1276","125.00","2414"
"1110628","8284","三竹","0","0","0","0.00","51.20","2405","52.00","1019"
"1110628","8289","泰藝","0","0","0","0.00","34.00","3310","34.50","433"
"1110628","8291","尚茂","0","0","0","0.00","0.00","0","6.33","2"
"1110628","8299","群聯","2341","43","657821","281.00","281.00","9836","282.00","1227"
"1110628","8342","益張","0","0","0","0.00","49.60","1199","50.10","141"
"1110628","8349","恒耀","0","0","0","0.00","56.00","2198","57.00","1349"
"1110628","8349A","恒耀甲特","687","3","31498","45.85","45.85","2411","46.75","1998"
"1110628","8354","冠好","0","0","0","0.00","14.80","2199","15.00","4319"
"1110628","8358","金居","15","1","733","48.90","48.65","5464","48.90","1276"
"1110628","8383","千附","20","2","764","38.25","38.25","2753","38.30","758"
"1110628","8390","金益鼎","327","7","9842","30.10","30.10","2596","30.30","2963"
"1110628","8401","白紗科","0","0","0","0.00","16.60","2660","16.80","164"
"1110628","8403","盛弘","4212","32","139617","33.15","33.15","5795","33.20","4596"
"1110628","8409","商之器","999","3","24975","25.00","25.00","2211","25.50","211"
"1110628","8410","森田","0","0","0","0.00","28.90","1699","29.30","294"
"1110628","8415","大國鋼","0","0","0","0.00","34.90","5202","35.25","763"
"1110628","8416","實威","0","0","0","0.00","120.00","40","127.50","8"
"1110628","8418","捷必勝-KY","0","0","0","0.00","0.00","0","10.45","102"
"1110628","8420","明揚","0","0","0","0.00","51.70","3197","52.30","565"
"1110628","8421","旭源","768","8","14974","19.50","19.50","503788","0.00","0"
"1110628","8423","保綠-KY","0","0","0","0.00","17.95","162","18.60","752"
"1110628","8424","惠普","0","0","0","0.00","69.50","1742","69.90","469"
"1110628","8426","紅木-KY","1","1","13","13.95","13.75","1199","13.95","1174"
"1110628","8431","匯鑽科","1","1","57","57.00","56.40","4194","57.00","289"
"1110628","8432","東生華","200","1","8310","41.55","41.00","3769","41.55","393"
"1110628","8433","弘帆","0","0","0","0.00","50.60","1714","50.70","925"
"1110628","8435","鉅邁","96","3","5808","60.50","60.40","1546","60.50","219"
"1110628","8436","大江","486","10","78000","160.50","160.00","3416","160.50","2152"
"1110628","8437","大地-KY","225","5","26886","119.50","119.00","1574","119.50","1034"
"1110628","8440","綠電","259","3","15746","60.80","60.80","4851","61.40","1789"
"1110628","8444","綠河-KY","0","0","0","0.00","48.15","2198","49.05","206"
"1110628","8446","華研","750","4","55049","73.40","73.40","567","74.80","943"
"1110628","8450","霹靂","568","6","16498","29.05","29.05","3638","29.15","1087"
"1110628","8455","大拓-KY","0","0","0","0.00","21.45","1199","21.85","792"
"1110628","8472","夠麻吉","0","0","0","0.00","40.20","2997","46.65","23"
"1110628","8476","台境","283","2","16131","57.00","57.00","1915","57.40","1962"
"1110628","8477","創業家","300","1","7380","24.60","24.60","2208","24.80","1694"
"1110628","8489","三貝德","0","0","0","0.00","28.50","1647","28.75","1345"
"1110628","8905","裕國","0","0","0","0.00","22.50","3667","22.75","429"
"1110628","8906","花王","261","2","5037","19.30","19.30","1439","19.80","1136"
"1110628","8908","欣雄","0","0","0","0.00","83.30","3271","83.50","63"
"1110628","8916","光隆","0","0","0","0.00","43.70","2670","45.75","23"
"1110628","8916A","光隆甲特","0","0","0","0.00","49.55","3198","50.40","1242"
"1110628","8917","欣泰","0","0","0","0.00","91.00","729","95.50","11"
"1110628","8921","沈氏","0","0","0","0.00","15.25","1699","15.55","1390"
"1110628","8923","時報","0","0","0","0.00","20.55","994","21.00","1969"
"1110628","8924","大田","3","1","343","114.50","114.50","2155","117.00","1059"
"1110628","8927","北基","0","0","0","0.00","35.85","2196","36.35","1301"
"1110628","8928","鉅明","150","1","6900","46.00","45.70","3089","46.00","1515"
"1110628","8929","富堡","0","0","0","0.00","20.30","2521","20.45","1504"
"1110628","8930","青鋼","0","0","0","0.00","15.05","1639","15.10","458"
"1110628","8931","大汽電","36","3","1091","30.35","30.30","3232","30.35","547"
"1110628","8932","宏大","0","0","0","0.00","24.95","1277","25.30","1608"
"1110628","8933","愛地雅","516","11","6291","12.20","12.20","4239","12.30","1298"
"1110628","8935","邦泰","45","2","530","11.80","11.70","2151","11.80","2709"
"1110628","8936","國統","331","15","6088","18.40","18.40","5879","18.45","1001"
"1110628","8937","合騏","0","0","0","0.00","13.85","2218","14.45","132"
"1110628","8938","明安","745","8","57886","77.70","77.70","2437","79.00","136"
"1110628","8941","關中","173","1","7127","41.20","41.00","2581","41.20","292"
"1110628","8942","森鉅","53","2","3381","63.80","63.80","1801","64.50","272"
"1110628","9949","琉園","999","8","19980","20.00","19.65","200","20.00","2426"
"1110628","9950","萬國通","0","0","0","0.00","13.45","674","13.90","50"
"1110628","9951","皇田","0","0","0","0.00","66.50","1299","67.30","2083"
"1110628","9960","邁達康","0","0","0","0.00","26.10","1199","26.55","316"
"1110628","9962","有益","837","4","11131","13.30","13.30","2443","13.45","452"
