sitename,uvi,publishagency,county,wgs84lon,wgs84lat,publishtime
橋頭,1,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-28 08:00"
塔塔加,1.7,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-28 08:00"
淡水,1,環境保護署,新北市,"121,26,57","25,9,52","2022-06-28 08:00"
新營,1,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-28 08:00"
阿里山,2,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-28 08:00"
彰化,1,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-28 08:00"
板橋,1,環境保護署,新北市,"121,27,31","25,0,47","2022-06-28 08:00"
屏東,1,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-28 08:00"
南投,1,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-28 08:00"
桃園,2,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-28 08:00"
朴子,1,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-28 08:00"
斗六,1,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-28 08:00"
沙鹿,1,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-28 08:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-28 08:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-28 07:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-28 07:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-28 07:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-28 07:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-28 07:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-28 07:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-28 07:00"
塔塔加,0.4,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-28 07:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-28 07:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-28 07:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-28 07:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-28 07:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-28 07:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-28 07:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-28 06:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-28 06:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-28 06:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-28 06:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-28 06:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-28 06:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-28 06:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-28 06:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-28 06:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-28 06:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-28 06:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-28 06:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-28 06:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-28 06:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-28 05:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-28 05:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-28 05:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-28 05:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-28 05:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-28 05:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-28 05:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-28 05:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-28 05:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-28 05:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-28 05:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-28 05:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-28 05:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-28 05:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-28 04:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-28 04:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-28 04:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-28 04:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-28 04:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-28 04:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-28 04:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-28 04:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-28 04:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-28 04:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-28 04:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-28 04:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-28 04:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-28 04:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-28 03:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-28 03:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-28 03:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-28 03:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-28 03:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-28 03:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-28 03:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-28 03:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-28 03:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-28 03:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-28 03:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-28 03:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-28 03:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-28 03:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-28 02:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-28 02:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-28 02:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-28 02:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-28 02:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-28 02:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-28 02:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-28 02:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-28 02:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-28 02:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-28 02:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-28 02:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-28 02:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-28 02:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-28 01:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-28 01:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-28 01:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-28 01:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-28 01:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-28 01:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-28 01:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-28 01:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-28 01:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-28 01:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-28 01:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-28 01:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-28 01:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-28 01:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-28 00:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-28 00:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-28 00:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-28 00:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-28 00:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-28 00:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-28 00:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-28 00:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-28 00:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-28 00:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-28 00:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-28 00:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-28 00:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-28 00:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 23:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 23:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 23:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 23:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 23:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 23:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 23:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 23:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 23:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 23:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 23:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 23:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 23:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 23:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 22:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 22:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 22:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 22:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 22:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 22:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 22:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 22:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 22:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 22:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 22:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 22:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 22:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 22:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 21:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 21:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 21:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 21:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 21:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 21:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 21:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 21:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 21:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 21:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 21:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 21:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 21:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 21:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 20:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 20:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 20:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 20:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 20:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 20:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 20:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 20:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 20:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 20:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 20:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 20:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 20:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 20:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 19:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 19:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 19:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 19:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 19:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 19:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 19:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 19:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 19:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 19:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 19:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 19:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 19:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 19:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 18:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 18:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 18:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 18:00"
塔塔加,0.3,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 18:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 18:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 18:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 18:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 18:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 18:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 18:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 18:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 18:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 18:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 17:00"
南投,1,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 17:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 17:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 17:00"
塔塔加,0.7,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 17:00"
新營,1,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 17:00"
朴子,1,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 17:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 17:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 17:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 17:00"
彰化,1,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 17:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 17:00"
斗六,1,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 17:00"
沙鹿,1,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 17:00"
斗六,4,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 16:00"
彰化,4,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 16:00"
淡水,2,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 16:00"
桃園,2,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 16:00"
朴子,3,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 16:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 16:00"
沙鹿,4,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 16:00"
板橋,1,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 16:00"
南投,3,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 16:00"
橋頭,3,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 16:00"
阿里山,1,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 16:00"
新營,3,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 16:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 16:00"
塔塔加,0.6,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 16:00"
新營,6,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 15:00"
橋頭,6,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 15:00"
斗六,5,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 15:00"
塔塔加,1,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 15:00"
彰化,6,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 15:00"
板橋,2,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 15:00"
屏東,5,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 15:00"
阿里山,2,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 15:00"
朴子,6,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 15:00"
淡水,5,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 15:00"
沙鹿,7,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 15:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 15:00"
桃園,5,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 15:00"
南投,6,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 15:00"
南投,7,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 14:00"
斗六,8,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 14:00"
彰化,7,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 14:00"
沙鹿,7,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 14:00"
