sitename,uvi,publishagency,county,wgs84lon,wgs84lat,publishtime
橋頭,7,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 14:00"
阿里山,1,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 14:00"
屏東,6,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 14:00"
桃園,9,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 14:00"
新營,5,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 14:00"
淡水,8,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 14:00"
朴子,8,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 14:00"
板橋,2,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 14:00"
塔塔加,3.3,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 14:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 14:00"
彰化,8,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 13:00"
沙鹿,8,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 13:00"
南投,10,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 13:00"
朴子,9,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 13:00"
斗六,10,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 13:00"
新營,6,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 13:00"
橋頭,9,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 13:00"
阿里山,3,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 13:00"
屏東,7,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 13:00"
塔塔加,7.5,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 13:00"
板橋,3,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 13:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 13:00"
淡水,9,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 13:00"
桃園,9,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 13:00"
阿里山,4,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 12:00"
斗六,9,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 12:00"
彰化,8,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 12:00"
淡水,9,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 12:00"
朴子,9,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 12:00"
板橋,7,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 12:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 12:00"
塔塔加,7.7,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 12:00"
桃園,9,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 12:00"
南投,11,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 12:00"
屏東,7,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 12:00"
新營,7,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 12:00"
橋頭,8,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 12:00"
沙鹿,5,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 12:00"
桃園,5,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 11:00"
沙鹿,4,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 11:00"
彰化,6,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 11:00"
斗六,9,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 11:00"
南投,10,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 11:00"
朴子,7,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 11:00"
淡水,7,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 11:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 11:00"
板橋,8,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 11:00"
塔塔加,7.7,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 11:00"
橋頭,7,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 11:00"
屏東,8,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 11:00"
阿里山,3,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 11:00"
新營,5,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 11:00"
斗六,7,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 10:00"
沙鹿,4,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 10:00"
彰化,6,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 10:00"
新營,5,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 10:00"
朴子,4,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 10:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 10:00"
橋頭,5,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 10:00"
屏東,6,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 10:00"
桃園,4,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 10:00"
淡水,6,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 10:00"
塔塔加,7.7,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 10:00"
阿里山,4,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 10:00"
南投,7,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 10:00"
板橋,6,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 10:00"
塔塔加,5,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 09:00"
淡水,3,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 09:00"
桃園,4,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 09:00"
沙鹿,3,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 09:00"
板橋,4,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 09:00"
橋頭,3,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 09:00"
屏東,4,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 09:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 09:00"
彰化,3,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 09:00"
南投,4,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 09:00"
斗六,4,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 09:00"
朴子,3,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 09:00"
新營,3,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 09:00"
阿里山,5,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 09:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 08:00"
淡水,1,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 08:00"
桃園,1,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 08:00"
板橋,1,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 08:00"
沙鹿,1,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 08:00"
新營,1,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 08:00"
斗六,1,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 08:00"
塔塔加,1.8,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 08:00"
朴子,1,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 08:00"
橋頭,1,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 08:00"
屏東,1,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 08:00"
南投,1,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 08:00"
彰化,1,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 08:00"
阿里山,,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 08:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 07:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 07:00"
塔塔加,0.4,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 07:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 07:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 07:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 07:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 07:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 07:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 07:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 07:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 07:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 07:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 07:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 07:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 06:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 06:00"
花蓮,0.05,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-27 06:00"
鞍部,0.11,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-27 06:00"
蘭嶼,0.04,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-27 06:00"
臺南,0.03,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-27 06:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 06:00"
玉山,0.05,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-27 06:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 06:00"
恆春,0.03,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-27 06:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 06:00"
成功,0.05,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-27 06:00"
新竹,0.06,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-27 06:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 06:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 06:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 06:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 06:00"
臺北,0.09,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-27 06:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 06:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 06:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 06:00"
高雄,0.05,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-27 06:00"
馬祖,0.05,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-27 06:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 06:00"
新屋,0.06,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-27 06:00"
基隆,0.08,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-27 06:00"
臺東,0.04,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-27 06:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 06:00"
澎湖,0.03,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-27 06:00"
日月潭,0.05,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-27 06:00"
金門,0.03,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-27 06:00"
宜蘭,0.06,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-27 06:00"
臺中,0.07,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-27 06:00"
嘉義,0.05,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-27 06:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 05:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 05:00"
鞍部,0.00,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-27 05:00"
馬祖,0.00,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-27 05:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 05:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 05:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 05:00"
花蓮,0.00,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-27 05:00"
臺南,0.00,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-27 05:00"
玉山,0.00,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-27 05:00"
金門,0.00,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-27 05:00"
宜蘭,0.00,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-27 05:00"
嘉義,0.00,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-27 05:00"
臺中,0.00,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-27 05:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 05:00"
恆春,0.00,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-27 05:00"
高雄,0.00,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-27 05:00"
新竹,0.01,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-27 05:00"
臺北,0.00,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-27 05:00"
臺東,0.00,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-27 05:00"
蘭嶼,0.00,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-27 05:00"
新屋,0.00,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-27 05:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 05:00"
澎湖,0.00,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-27 05:00"
基隆,0.00,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-27 05:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 05:00"
日月潭,0.00,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-27 05:00"
成功,0.00,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-27 05:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 05:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 05:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 05:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 05:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 05:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 05:00"
臺北,0.00,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-27 04:00"
鞍部,0.00,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-27 04:00"
高雄,0.00,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-27 04:00"
蘭嶼,0.00,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-27 04:00"
馬祖,0.00,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-27 04:00"
成功,0.00,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-27 04:00"
新屋,0.00,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-27 04:00"
澎湖,0.00,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-27 04:00"
基隆,0.00,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-27 04:00"
金門,0.00,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-27 04:00"
日月潭,0.00,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-27 04:00"
花蓮,0.00,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-27 04:00"
嘉義,0.00,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-27 04:00"
玉山,0.00,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-27 04:00"
恆春,0.00,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-27 04:00"
新竹,0.01,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-27 04:00"
臺東,0.00,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-27 04:00"
宜蘭,0.00,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-27 04:00"
臺中,0.00,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-27 04:00"
臺南,0.00,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-27 04:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 04:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 04:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 04:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 04:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 04:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 04:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 04:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 04:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 04:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 04:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 04:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 04:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 04:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 04:00"
新竹,0.01,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-27 03:00"
花蓮,0.00,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-27 03:00"
鞍部,0.00,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-27 03:00"
玉山,0.00,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-27 03:00"
高雄,0.00,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-27 03:00"
臺南,0.00,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-27 03:00"
馬祖,0.00,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-27 03:00"
臺北,0.00,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-27 03:00"
宜蘭,0.00,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-27 03:00"
金門,0.00,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-27 03:00"
成功,0.00,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-27 03:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-27 03:00"
臺東,0.00,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-27 03:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-27 03:00"
橋頭,0,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-27 03:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-27 03:00"
新屋,0.00,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-27 03:00"
日月潭,0.00,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-27 03:00"
澎湖,0.00,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-27 03:00"
嘉義,0.00,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-27 03:00"
臺中,0.00,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-27 03:00"
屏東,0,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-27 03:00"
塔塔加,0,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-27 03:00"
新營,0,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-27 03:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-27 03:00"
蘭嶼,0.00,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-27 03:00"
基隆,0.00,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-27 03:00"
恆春,0.00,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-27 03:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-27 03:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-27 03:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-27 03:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-27 03:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-27 03:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-27 03:00"
臺東,0.00,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-27 02:00"
日月潭,0.00,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-27 02:00"
基隆,0.00,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-27 02:00"
鞍部,0.00,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-27 02:00"
馬祖,0.00,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-27 02:00"
臺北,0.00,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-27 02:00"
