"yearmonth","organ","field1","field2","field3","field4","field5","field6","field7","field8","field9","field10"
"108年8月","瑞芳分局","","","","","","","","","",""
"108年8月","林口分局","","","","","","","","","",""
"108年9月","板橋分局","","","","","","","1.0","","",""
"108年9月","海山分局","","","","","","","2.0","","",""
"108年9月","永和分局","","","","","","","","","",""
"108年9月","中和分局","","","","","","","","","",""
"108年9月","三重分局","","1.0","","","","","1.0","","",""
"108年9月","新莊分局","","","","","","","","","",""
"108年9月","三峽分局","","","","","","","1.0","","",""
"108年9月","淡水分局","","","","","","","1.0","","",""
"108年9月","汐止分局","","","","","","","","","",""
"108年9月","樹林分局","","","","","","","","","",""
"108年9月","新店分局","","","","","","","2.0","","",""
"108年9月","蘆洲分局","","","","","","","3.0","","",""
"108年9月","土城分局","","","","","","","","","",""
"108年9月","金山分局","","","","","","","","","",""
"108年9月","瑞芳分局","","","","","","","1.0","","",""
"108年9月","林口分局","","","","","","","","","",""
"108年10月","板橋分局","","","","","","","","","",""
"108年10月","海山分局","","","","","","","","","",""
"108年10月","永和分局","","","","","","","","","",""
"108年10月","中和分局","","","","1.0","","","2.0","","",""
"108年10月","三重分局","","","","","","","1.0","","",""
"108年10月","新莊分局","","","","","","","3.0","","",""
"108年10月","三峽分局","","","","1.0","","","1.0","","",""
"108年10月","淡水分局","","","","","","","1.0","","",""
"108年10月","汐止分局","","","","","","","","","",""
"108年10月","樹林分局","","1.0","","","","","1.0","","",""
"108年10月","新店分局","","","","","","","1.0","","",""
"108年10月","蘆洲分局","","","1.0","","","","","","",""
"108年10月","土城分局","","","","","","","","","",""
"108年10月","金山分局","","","","1.0","","","","","",""
"108年10月","瑞芳分局","","","","","","","","","",""
"108年10月","林口分局","","","","","","","","","",""
"108年11月","板橋分局","","","","","","","","","",""
"108年11月","海山分局","","","","","","","1.0","","",""
"108年11月","永和分局","","","","","","","","","",""
"108年11月","中和分局","","","","","","","2.0","","",""
"108年11月","三重分局","","1.0","","","","","","","",""
"108年11月","新莊分局","","","","","","","1.0","","",""
"108年11月","三峽分局","","","","1.0","","","","","",""
"108年11月","淡水分局","","","","","","","2.0","","",""
"108年11月","汐止分局","","","","","","","2.0","","",""
"108年11月","樹林分局","","","","","","","","","",""
"108年11月","新店分局","","","","","","","3.0","","",""
"108年11月","蘆洲分局","","","","","","","1.0","","",""
"108年11月","土城分局","","","","","","","","","",""
"108年11月","金山分局","","","","","","","","","",""
"108年11月","瑞芳分局","","","","","","","","","",""
"108年11月","林口分局","","","","","","","1.0","","",""
"108年12月","板橋分局","","","","","","","","","",""
"108年12月","海山分局","","","","","","","1.0","","",""
"108年12月","永和分局","","","","","","","1.0","","",""
"108年12月","中和分局","","","","","","","1.0","","",""
"108年12月","三重分局","","","","","","","","","",""
"108年12月","新莊分局","","","","","","","2.0","","",""
"108年12月","三峽分局","","","","","","","","","",""
"108年12月","淡水分局","","","","","","","","","",""
"108年12月","汐止分局","","","","","","","","","",""
"108年12月","樹林分局","","","","","","","","","",""
"108年12月","新店分局","","","","1.0","","","1.0","","",""
"108年12月","蘆洲分局","","","","","","","","","",""
"108年12月","土城分局","","","","","","","","","",""
"108年12月","金山分局","","","","","","","1.0","","",""
"108年12月","瑞芳分局","","","","","","","1.0","","",""
"108年12月","林口分局","","","","1.0","","","","","",""
"109年1月","板橋分局","","","","","","","1.0","","",""
"109年1月","海山分局","","","","","","","","","",""
"109年1月","永和分局","","","","","","","","","",""
"109年1月","中和分局","","","","","","","1.0","","",""
"109年1月","三重分局","","","","","","","1.0","","",""
"109年1月","新莊分局","","","","","","","","","",""
"109年1月","三峽分局","","","","","","","2.0","","",""
"109年1月","淡水分局","","","","","","","","","",""
"109年1月","汐止分局","","","","","","","","","",""
"109年1月","樹林分局","","","","","","","","","",""
"109年1月","新店分局","","","","","","","4.0","","",""
"109年1月","蘆洲分局","","","","","","","2.0","","",""
"109年1月","土城分局","","","","","","","3.0","","",""
"109年1月","金山分局","","","","","","","","","",""
"109年1月","瑞芳分局","","","","","","","","","",""
"109年1月","林口分局","","","1.0","","","","","","",""
"109年2月","板橋分局","","","","","","","1.0","","",""
"109年2月","海山分局","","","","","","","","","",""
"109年2月","永和分局","","","","","","","","","",""
"109年2月","中和分局","","","","","","","","","",""
"109年2月","三重分局","","","","","","","1.0","","",""
"109年2月","新莊分局","","","","","","","2.0","","",""
"109年2月","三峽分局","","","","1.0","","","","","",""
"109年2月","淡水分局","","","","","","","2.0","","",""
"109年2月","汐止分局","","","","","","","1.0","","",""
"109年2月","樹林分局","","","","","","","","","",""
"109年2月","新店分局","","","","","","","","","",""
"109年2月","蘆洲分局","","","","1.0","","","","","",""
"109年2月","土城分局","","","","","","","1.0","","",""
"109年2月","金山分局","","","","","","","1.0","","",""
"109年2月","瑞芳分局","","","","","","","","","",""
"109年2月","林口分局","","","","","","","2.0","","",""
"109年3月","板橋分局","","","","","","","","","",""
"109年3月","海山分局","","","","","","","","","",""
"109年3月","永和分局","","","","","","","","1.0","",""
"109年3月","中和分局","","","","","","","","","",""
"109年3月","三重分局","","","","","","","1.0","","",""
"109年3月","新莊分局","","1.0","","","","","3.0","","",""
"109年3月","三峽分局","","","","","","","2.0","","",""
"109年3月","淡水分局","","1.0","","","","","","","",""
"109年3月","汐止分局","","","","","","","1.0","","",""
"109年3月","樹林分局","","","","","","","","","",""
"109年3月","新店分局","","","","","","","1.0","","",""
"109年3月","蘆洲分局","","","","","","1.0","1.0","","",""
"109年3月","土城分局","","","","","","","","","",""
"109年3月","金山分局","","","","","","","","","",""
"109年3月","瑞芳分局","","","","","","","","","",""
"109年3月","林口分局","","","","","","","","","",""
"109年4月","板橋分局","","","","","","","","","",""
"109年4月","海山分局","","1.0","","","","","","","",""
"109年4月","永和分局","","","","","","","1.0","","",""
"109年4月","中和分局","","","","","","","","","",""
"109年4月","三重分局","","","","","","","","","",""
"109年4月","新莊分局","","","","","1.0","","","","",""
"109年4月","三峽分局","","","","","","","","","",""
"109年4月","淡水分局","","","","","","","","","",""
"109年4月","汐止分局","","","","","","","","1.0","",""
"109年4月","樹林分局","","","","","","","","","",""
"109年4月","新店分局","","","","","1.0","","","","",""
"109年4月","蘆洲分局","","","","","","","","","",""
"109年4月","土城分局","","","","","","","","","",""
"109年4月","金山分局","","","","","","","","","",""
"109年4月","瑞芳分局","","","","","","","","","",""
"109年4月","林口分局","","","","","","","","2.0","",""
"109年5月","板橋分局","","","","","","","","1.0","",""
"109年5月","海山分局","","","","","","","1.0","","",""
"109年5月","永和分局","","","","","","","","","",""
"109年5月","中和分局","","","","","","","","","",""
"109年5月","三重分局","","","","","","","1.0","","",""
"109年5月","新莊分局","","","","","","","","","",""
"109年5月","三峽分局","","","","","","","1.0","","",""
"109年5月","淡水分局","","","","","","","","","",""
"109年5月","汐止分局","","","","","","","","","",""
"109年5月","樹林分局","","","","","","","","","",""
"109年5月","新店分局","","","","","","","","","",""
"109年5月","蘆洲分局","","","","","","","","","",""
"109年5月","土城分局","","","","1.0","","","1.0","","",""
"109年5月","金山分局","","","","","","","1.0","","",""
"109年5月","瑞芳分局","","","","1.0","","","1.0","","",""
"109年5月","林口分局","","","","","","","","","",""
"109年6月","板橋分局","","","","","","","","","",""
"109年6月","海山分局","","","","","","","2.0","","",""
"109年6月","永和分局","","","","","","","","","",""
"109年6月","中和分局","","","","","","","","","",""
"109年6月","三重分局","","","","","","","","","",""
"109年6月","新莊分局","","","","","1.0","","","","",""
"109年6月","三峽分局","","","","","","","1.0","","",""
"109年6月","淡水分局","","1.0","","","","","","","",""
"109年6月","汐止分局","","","","","","","","","",""
"109年6月","樹林分局","","","","","","","","","",""
"109年6月","新店分局","","","","2.0","","","","","",""
"109年6月","蘆洲分局","","","","","","","2.0","","",""
"109年6月","土城分局","","","","","","","","","",""
"109年6月","金山分局","","","","1.0","","","1.0","","",""
"109年6月","瑞芳分局","","","","","","","","","",""
"109年6月","林口分局","","","","","","","","","",""
"109年7月","板橋分局","","","","","","","2.0","","",""
"109年7月","海山分局","","","","","","","1.0","","",""
"109年7月","永和分局","","","","","","","","","",""
"109年7月","中和分局","","","","","","","","","",""
"109年7月","三重分局","","","","","","","","","",""
"109年7月","新莊分局","","","","","","","3.0","","",""
"109年7月","三峽分局","","","","","","","2.0","","",""
"109年7月","淡水分局","","","","","","","","","",""
"109年7月","汐止分局","","","","","","","","","",""
"109年7月","樹林分局","","","","","","","","","",""
"109年7月","新店分局","","","","","","","","","",""
"109年7月","蘆洲分局","","","","1.0","","","","","",""
"109年7月","土城分局","","","","","","","","","",""
"109年7月","金山分局","","","","","","","","","",""
"109年7月","瑞芳分局","","","","","","","1.0","","",""
"109年7月","林口分局","","","","","","","","","",""
"109年8月","板橋分局","","","","","","","1.0","","",""
"109年8月","海山分局","","1.0","","","","","1.0","","",""
"109年8月","永和分局","","","","","","","","","",""
"109年8月","中和分局","","","","","","","1.0","","",""
"109年8月","三重分局","","","","","","","1.0","","",""
"109年8月","新莊分局","","","","1.0","","","","","",""
"109年8月","三峽分局","","1.0","","","","","","","",""
"109年8月","淡水分局","","","","1.0","","","","","",""
"109年8月","汐止分局","","","","","","","","","",""
"109年8月","樹林分局","","","","","","","2.0","1.0","",""
"109年8月","新店分局","","","","1.0","","","","","",""
"109年8月","蘆洲分局","","","","","","","1.0","","",""
"109年8月","土城分局","","","","","","","","","",""
"109年8月","金山分局","","","","","","","","","",""
"109年8月","瑞芳分局","","","","","","","","","",""
"109年8月","林口分局","","","","","","","","","",""
"109年9月","板橋分局","","","","","","","","","",""
"109年9月","海山分局","","","","","","","","","",""
"109年9月","永和分局","","","","","","","","","",""
"109年9月","中和分局","","","","","","","","1.0","",""
"109年9月","三重分局","","","","","","","","","",""
"109年9月","新莊分局","","","","","","","","","",""
"109年9月","三峽分局","","","","","","","","","",""
"109年9月","淡水分局","","","","","","","","","",""
"109年9月","汐止分局","","","","1.0","","","1.0","","",""
"109年9月","樹林分局","","","","","","","","","",""
"109年9月","新店分局","","","","","","","3.0","1.0","",""
"109年9月","蘆洲分局","","","","","","1.0","","1.0","",""
"109年9月","土城分局","","","","","","","","","",""
"109年9月","金山分局","","","","","","","","","",""
"109年9月","瑞芳分局","","","","","","","","","",""
"109年9月","林口分局","","","","","","","","","",""
"109年10月","板橋分局","","","","","","","","","",""
"109年10月","海山分局","","","","","","","","","",""
"109年10月","永和分局","","","","","","","","","",""
"109年10月","中和分局","","","","","","","","","",""
"109年10月","三重分局","","","","","","","","1.0","",""
"109年10月","新莊分局","","","","","","","","2.0","",""
"109年10月","三峽分局","","","","","","","1.0","","",""
"109年10月","淡水分局","","","","","","","","","",""
"109年10月","汐止分局","","","","","","","","","",""
"109年10月","樹林分局","","","","","","","","","",""
"109年10月","新店分局","","","","","","","1.0","","",""
"109年10月","蘆洲分局","","","","","","","1.0","","",""
"109年10月","土城分局","","","","","","","","1.0","",""
"109年10月","金山分局","","","","","","","","","",""
"109年10月","瑞芳分局","","","","1.0","","","1.0","","",""
"109年10月","林口分局","","","","","","","","","",""
"109年11月","板橋分局","","","","","","","","","",""
"109年11月","海山分局","","","","","","","","","",""
"109年11月","永和分局","","","","","","","","","",""
"109年11月","中和分局","","","","","","","","","",""
"109年11月","三重分局","","","","","","","","1.0","",""
"109年11月","新莊分局","","","","","","","","1.0","",""
"109年11月","三峽分局","","","","","","","1.0","1.0","",""
"109年11月","淡水分局","","","","1.0","","","","","",""
"109年11月","汐止分局","","","","","","","1.0","","",""
"109年11月","樹林分局","","","","","","","","","",""
"109年11月","新店分局","","","","","","","","","",""
"109年11月","蘆洲分局","","","","","","","2.0","2.0","",""
"109年11月","土城分局","","","","","","","1.0","","",""
"109年11月","金山分局","","","","","","","","","",""
"109年11月","瑞芳分局","","","","","","","","","",""
"109年11月","林口分局","","","","","","","1.0","1.0","",""
"109年12月","板橋分局","","","","","","","","","",""
"109年12月","海山分局","","","","","","","","","",""
"109年12月","永和分局","","","","","","","","","",""
"109年12月","中和分局","","","","","","","","","",""
"109年12月","三重分局","","1.0","","","","","","","",""
"109年12月","新莊分局","","","","","","","2.0","","",""
"109年12月","三峽分局","","","","","","","","2.0","",""
"109年12月","淡水分局","","","","","","","","","",""
"109年12月","汐止分局","","","","","","","","","",""
"109年12月","樹林分局","","","","","","","","","",""
"109年12月","新店分局","","","","","","","","","",""
"109年12月","蘆洲分局","","","","","","","","","",""
"109年12月","土城分局","","","","","","","","","",""
"109年12月","金山分局","","","","","","","","","",""
"109年12月","瑞芳分局","","","","1.0","","","","","",""
"109年12月","林口分局","","","","","","","","1.0","",""
"110年1月","板橋分局","","","","","","","1.0","1.0","",""
"110年1月","海山分局","","","","","","","1.0","","",""
"110年1月","永和分局","","","","","","","","","",""
"110年1月","中和分局","","","","","","","1.0","","",""
"110年1月","三重分局","","","","","","","","","",""
"110年1月","新莊分局","","","","","","","","2.0","",""
"110年1月","三峽分局","","","","","","","2.0","","",""
"110年1月","淡水分局","","","","","","","2.0","2.0","",""
"110年1月","汐止分局","","","","","","","","","",""
"110年1月","樹林分局","","","","","","","","1.0","",""
"110年1月","新店分局","","","","","","","","","",""
"110年1月","蘆洲分局","","","","","","","1.0","3.0","",""
"110年1月","土城分局","","","","","","","","1.0","",""
"110年1月","金山分局","","","","","","","","","",""
"110年1月","瑞芳分局","","","","","","","","","",""
"110年1月","林口分局","","","","","","","2.0","1.0","",""
"110年2月","板橋分局","","","","","","","","","",""
"110年2月","海山分局","","","","","","","1.0","1.0","",""
"110年2月","永和分局","","","","","","","","","",""
"110年2月","中和分局","","","","","","","","","",""
"110年2月","三重分局","","","","","","","","1.0","",""
"110年2月","新莊分局","","","","","","","1.0","","",""
"110年2月","三峽分局","","","","","","","1.0","1.0","",""
"110年2月","淡水分局","","","","","","","","","",""
"110年2月","汐止分局","","","","","","","","","",""
"110年2月","樹林分局","","","","","","","","2.0","",""
"110年2月","新店分局","","","","","","","","1.0","",""
"110年2月","蘆洲分局","","","","","","","","1.0","",""
"110年2月","土城分局","","","","","","","","","",""
"110年2月","金山分局","","","","","","","","","",""
"110年2月","瑞芳分局","","","","1.0","","","","","",""
"110年2月","林口分局","","","","","","","1.0","","",""
"110年3月","板橋分局","","","","","","","","","",""
"110年3月","海山分局","","","","","","","","","",""
"110年3月","永和分局","","","","","","","","","",""
"110年3月","中和分局","","","","","","","","","",""
"110年3月","三重分局","","","","","","","","","",""
"110年3月","新莊分局","","","","","","","1.0","1.0","",""
"110年3月","三峽分局","","","","","","","1.0","","",""
"110年3月","淡水分局","","","","","","","","","",""
"110年3月","汐止分局","","","","","","","","","",""
"110年3月","樹林分局","","","","","","","","1.0","",""
"110年3月","新店分局","","","","","","","1.0","","",""
"110年3月","蘆洲分局","","","","","","","","2.0","",""
"110年3月","土城分局","","","","","","","","","",""
"110年3月","金山分局","","","","","","","","","",""
"110年3月","瑞芳分局","","","","","","","","","",""
"110年3月","林口分局","","","","","","","","","",""
"110年4月","板橋分局","","","","","","","","","",""
"110年4月","海山分局","","","","","","","","","",""
"110年4月","永和分局","","","","","","","1.0","","",""
"110年4月","中和分局","","","","","","","","","",""
"110年4月","三重分局","","","","1.0","","","","","",""
"110年4月","新莊分局","","","","","","","","","",""
"110年4月","三峽分局","","","","","","","1.0","","",""
"110年4月","淡水分局","","","","","","","","","",""
"110年4月","汐止分局","","","","","","","","","",""
"110年4月","樹林分局","","","","","1.0","","","2.0","",""
"110年4月","新店分局","","","","2.0","","","","","",""
"110年4月","蘆洲分局","","","","","","","","1.0","",""
"110年4月","土城分局","","","","","","","","","",""
"110年4月","金山分局","","","","","","","","","",""
"110年4月","瑞芳分局","","","","","","","","","",""
"110年4月","林口分局","","","","","","1.0","1.0","","",""
"110年5月","板橋分局","","","","","","","","","",""
"110年5月","海山分局","","","","","","","","","",""
"110年5月","永和分局","","","","","","","1.0","1.0","",""
"110年5月","中和分局","","","","","","","","","",""
"110年5月","三重分局","","","","1.0","","","","1.0","",""
"110年5月","新莊分局","","","","","","","1.0","1.0","",""
"110年5月","三峽分局","","","","","","","","","",""
"110年5月","淡水分局","","","","","","","","","",""
"110年5月","汐止分局","","","","1.0","","","","","",""
"110年5月","樹林分局","","","","","","","","","",""
"110年5月","新店分局","","","","2.0","","","","1.0","",""
"110年5月","蘆洲分局","","","","","","","2.0","1.0","",""
"110年5月","土城分局","","","","","","","","","",""
"110年5月","金山分局","","","","","","","","","",""
"110年5月","瑞芳分局","","","","","","","","","",""
"110年5月","林口分局","","","","","","","","1.0","",""
"110年6月","板橋分局","","","","","","","","1.0","",""
"110年6月","海山分局","","","","","","","","","",""
"110年6月","永和分局","","","","","","","","1.0","",""
"110年6月","中和分局","","","","","","","","","",""
"110年6月","三重分局","","","","","","","","1.0","",""
"110年6月","新莊分局","","","","","","","","","",""
"110年6月","三峽分局","","","","","","","","1.0","",""
"110年6月","淡水分局","","","","","","","","","",""
"110年6月","汐止分局","","","","","","","","","",""
"110年6月","樹林分局","","","","","","","","","",""
"110年6月","新店分局","","","","","","","","","",""
"110年6月","蘆洲分局","","","","","","","","","",""
"110年6月","土城分局","","","","","1.0","","","","",""
"110年6月","金山分局","","","","","","","","","",""
"110年6月","瑞芳分局","","","","1.0","","","","","",""
"110年6月","林口分局","","","","","","","1.0","","",""
"110年7月","板橋分局","","","","1.0","","","","1.0","",""
"110年7月","海山分局","","","","","","","","","",""
"110年7月","永和分局","","1.0","","","","","","","",""
"110年7月","中和分局","","","","","","","","1.0","",""
"110年7月","三重分局","","","","","","","1.0","","",""
"110年7月","新莊分局","","","","","","","","2.0","",""
"110年7月","三峽分局","","","","","","","","","",""
"110年7月","淡水分局","","","","","","","1.0","","",""
"110年7月","汐止分局","","","","","","","","","",""
"110年7月","樹林分局","","","","","","","","","",""
"110年7月","新店分局","","","","1.0","","","","","",""
"110年7月","蘆洲分局","","","2.0","1.0","","","","","",""
"110年7月","土城分局","","","","","","","","1.0","",""
"110年7月","金山分局","","","","","","","","1.0","",""
"110年7月","瑞芳分局","","","","1.0","","","","","",""
"110年7月","林口分局","","","","","","","","","",""
"110年8月","板橋分局","","","","","","","","","",""
"110年8月","海山分局","","","","","","","","1.0","",""
"110年8月","永和分局","","","","","","","","","",""
"110年8月","中和分局","","","","","","","","","",""
"110年8月","三重分局","","","","","","","","","",""
"110年8月","新莊分局","","","1.0","1.0","","","2.0","","",""
"110年8月","三峽分局","","","","","","","","","",""
"110年8月","淡水分局","","","","","","","","","",""
"110年8月","汐止分局","","","","","","","","","",""
"110年8月","樹林分局","","","","","","","1.0","1.0","",""
"110年8月","新店分局","","","","2.0","","","","","",""
"110年8月","蘆洲分局","","","","","","","1.0","","",""
"110年8月","土城分局","","","","","","","","1.0","",""
"110年8月","金山分局","","","","","","","","","",""
"110年8月","瑞芳分局","","","","","","","","","",""
"110年8月","林口分局","","","","","","","","","",""
"110年9月","板橋分局","","","","","","","1.0","","",""
"110年9月","海山分局","","","","","","","","","",""
"110年9月","永和分局","","","","","","","","","",""
"110年9月","中和分局","","","","","","","","1.0","",""
"110年9月","三重分局","","1.0","","","","","1.0","","",""
"110年9月","新莊分局","","","","","","","","","",""
"110年9月","三峽分局","","","","","","","1.0","1.0","",""
"110年9月","淡水分局","","1.0","","","","","","","",""
"110年9月","汐止分局","","","","","","","1.0","","",""
"110年9月","樹林分局","","","","","","","","","",""
"110年9月","新店分局","","","","","","","","1.0","",""
"110年9月","蘆洲分局","","","","","","","","","",""
"110年9月","土城分局","","","","","","","","","",""
"110年9月","金山分局","","","","1.0","","","","","",""
"110年9月","瑞芳分局","","","","","","","1.0","","",""
"110年9月","林口分局","","","","","","","","","",""
"110年10月","板橋分局","","","","","","","1.0","","",""
"110年10月","海山分局","","","","","","","","","",""
"110年10月","永和分局","","","","","","","1.0","","",""
"110年10月","中和分局","","","","","","","","1.0","",""
"110年10月","三重分局","","","","","","","1.0","1.0","",""
"110年10月","新莊分局","","","","","","","1.0","1.0","",""
"110年10月","三峽分局","","","","","","","1.0","","",""
"110年10月","淡水分局","","","","","","","","","",""
"110年10月","汐止分局","","","","","","","","","",""
"110年10月","樹林分局","","","","","","","1.0","","",""
"110年10月","新店分局","","","","","","","","","",""
"110年10月","蘆洲分局","","","","","","","1.0","1.0","",""
"110年10月","土城分局","","","","","","","1.0","","",""
"110年10月","金山分局","","","","","","","","","",""
"110年10月","瑞芳分局","","","","","","","","","",""
"110年10月","林口分局","","","","","","","","1.0","",""
"110年11月","板橋分局","","","","","","","","","",""
"110年11月","海山分局","","","","","","","1.0","1.0","",""
"110年11月","永和分局","","","","","","","","","",""
"110年11月","中和分局","","","","","","","1.0","1.0","",""
"110年11月","三重分局","","","","","","","","1.0","",""
"110年11月","新莊分局","","","","","","","","","",""
"110年11月","三峽分局","","","","","","","2.0","","",""
"110年11月","淡水分局","","","","","","","1.0","","",""
"110年11月","汐止分局","","","","","","","","1.0","",""
"110年11月","樹林分局","","","","","","","","","",""
"110年11月","新店分局","","","","","","","","","",""
"110年11月","蘆洲分局","","","","","","","","","",""
"110年11月","土城分局","","","","","","","","","",""
"110年11月","金山分局","","","","","","","","","",""
"110年11月","瑞芳分局","","","","","","","","","",""
"110年11月","林口分局","","","","","","","1.0","1.0","",""
"110年12月","板橋分局","","","","","","","2.0","","",""
"110年12月","海山分局","","","","","","","2.0","1.0","",""
"110年12月","永和分局","","","","","","","","","",""
"110年12月","中和分局","","","","","","","","","",""
"110年12月","三重分局","","","","","","","2.0","","",""
"110年12月","新莊分局","","","","","","","1.0","1.0","",""
"110年12月","三峽分局","","","","","","","","","",""
"110年12月","淡水分局","","","","","","","","","",""
"110年12月","汐止分局","","","","","","","1.0","","",""
"110年12月","樹林分局","","","","","","","","","",""
"110年12月","新店分局","","","","","","","2.0","2.0","",""
"110年12月","蘆洲分局","","","","","","","2.0","1.0","",""
"110年12月","土城分局","","","","","","","","","",""
"110年12月","金山分局","","","","","","","","","",""
"110年12月","瑞芳分局","","","","","","","2.0","","",""
"110年12月","林口分局","","","","","","","1.0","","",""
"111 年 1 月","板橋分局","","","","","","","","","",""
"111 年 1 月","海山分局","","","","","","","2.0","","",""
"111 年 1 月","永和分局","","","","","","","","","",""
"111 年 1 月","中和分局","","","","","","","","","",""
"111 年 1 月","三重分局","","","","","","","","","",""
"111 年 1 月","新莊分局","","","","","","","3.0","","",""
"111 年 1 月","三峽分局","","","","","","","","","",""
"111 年 1 月","淡水分局","","","","","","","","","",""
"111 年 1 月","汐止分局","","","","","","","","","",""
"111 年 1 月","樹林分局","","","","","","","","","",""
"111 年 1 月","新店分局","","","","","","","1.0","2.0","",""
"111 年 1 月","蘆洲分局","","","1.0","","","","","","",""
"111 年 1 月","土城分局","","","","","","","2.0","","",""
"111 年 1 月","金山分局","","","","","","","","","",""
"111 年 1 月","瑞芳分局","","","","","","","","","",""
"111 年 1 月","林口分局","","","","","","","","","",""
"111 年 2 月","板橋分局","","","","","","","","","",""
"111 年 2 月","海山分局","","","","","","","","","",""
"111 年 2 月","永和分局","","","","","","","","","",""
"111 年 2 月","中和分局","","","","","","","","","",""
"111 年 2 月","三重分局","","","","","","","1.0","","",""
"111 年 2 月","新莊分局","","","","","","","","","",""
"111 年 2 月","三峽分局","","","","","","","1.0","","",""
"111 年 2 月","淡水分局","","","","","","","1.0","1.0","",""
"111 年 2 月","汐止分局","","","","","","","1.0","","",""
"111 年 2 月","樹林分局","","","","","","","1.0","","",""
"111 年 2 月","新店分局","","","","","","","1.0","1.0","",""
"111 年2 月","蘆洲分局","","","","","","","1.0","","",""
"111 年 2 月","土城分局","","","","","","","","","",""
"111 年 2 月","金山分局","","","","","","","","","",""
"111 年 2月","瑞芳分局","","","","","","","","1.0","",""
"111 年 2月","林口分局","","","","1.0","","","1.0","","",""
"111 年 3 月","板橋分局","","","1.0","","","","1.0","1.0","",""
"111 年 3 月","海山分局","","","","","","","","","",""
"111 年 3 月","永和分局","","","","","","","","","",""
"111 年 3 月","中和分局","","","","","","","","","",""
"111 年 3 月","三重分局","","","","","","","","","",""
"111 年 3 月","新莊分局","","","","","","","","1.0","",""
"111 年 3 月","三峽分局","","","","","","","","","",""
"111 年 3 月","淡水分局","","","","","","","","","",""
"111 年 3 月","汐止分局","","","","","","","","1.0","",""
"111 年 3 月","樹林分局","","","","","","","","","",""
"111 年 3 月","新店分局","","","","","","","","1.0","",""
"111 年 3 月","蘆洲分局","","","","","","","1.0","2.0","",""
"111 年 3 月","土城分局","","","","1.0","","","","","",""
"111 年 3 月","金山分局","","","","","","","1.0","","",""
"111 年 3月","瑞芳分局","","","","","","","","1.0","",""
"111 年 3月","林口分局","","","","","","","2.0","1.0","",""
"111 年 4 月","板橋分局","","1.0","","","","","","","",""
"111 年 4月","海山分局","","","","","","","2.0","","",""
"111 年 4 月","永和分局","","","","","","","","","",""
"111 年 4 月","中和分局","","","","","","","","","",""
"111 年 4 月","三重分局","","","","","","","2.0","","",""
"111 年 4 月","新莊分局","","","","","","","1.0","1.0","",""
"111 年 4 月","三峽分局","","","","","","","","","",""
"111 年 4 月","淡水分局","","","","","","","","1.0","",""
"111 年 4 月","汐止分局","","","","","","","","","",""
"111 年 4 月","樹林分局","","","","","","","","","",""
"111 年 4 月","新店分局","","","","","","","1.0","1.0","",""
"111 年 4 月","蘆洲分局","","","","","","","","","",""
"111 年 4 月","土城分局","","","","","","","","","",""
"111 年 4 月","金山分局","","","","","","","","1.0","",""
"111 年 4月","瑞芳分局","","","","","","","","","",""
"111 年 4月","林口分局","","","","","","","","","",""
"111 年 5 月","板橋分局","","","","","","","1.0","2.0","",""
"111 年 5 月","海山分局","","","","","","","","","",""
"111 年 5 月","永和分局","","","","","","","","","",""
"111 年 5 月","中和分局","","","","","","","","","",""
"111 年 5 月","三重分局","","","","","","","1.0","1.0","",""
"111 年 5 月","新莊分局","","","","","","","1.0","","",""
"111 年 5 月","三峽分局","","","","","","","3.0","1.0","",""
"111 年 5 月","淡水分局","","","","","","","","1.0","",""
"111 年 5 月","汐止分局","","","","","","","1.0","2.0","",""
"111 年 5 月","樹林分局","","","","","","","2.0","","",""
"111 年 5 月","新店分局","","","","","","","1.0","","",""
"111 年 5 月","蘆洲分局","","","","","","","1.0","","",""
"111 年5 月","土城分局","","","","","","","","1.0","",""
"111 年 5 月","金山分局","","","","","","","","","",""
"111 年 5月","瑞芳分局","","","","","","","","","",""
"111 年 5月","林口分局","","","","","","","","","",""
